Request_ID,Service_ID,Resource_ID,Assigned,Normalized_KPI,Normalized_KVI,Weighted_Sum_KPI,Weighted_Sum_KVI,Min_KPI,Min_KVI,KPI_Service,KVI_Service,KPI_Resource,KVI_Resource
0,0,43,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,3168.664720915398,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
1,1,62,1,[0.99133141 0.31707317 1.        ],0,0.6568028667617194,3168.664720915398,0,0,"[0.5, 100.0, 20.0]",[],"[0.4, 110.0, 20.0]",[]
2,2,77,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,3168.664720915398,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
3,3,12,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
4,4,75,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,3168.664720915398,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
5,5,24,1,[1. 1. 1.],0,1.0,3099.342568924468,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,6,9,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,3168.664720915398,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
7,7,4,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
8,7,60,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
9,7,60,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
10,0,24,1,[1. 1. 1.],0,1.0,3013.989874614661,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
11,1,2,1,[0.99133141 0.31707317 1.        ],0,0.6568028667617194,3168.664720915398,0,0,"[0.5, 100.0, 20.0]",[],"[0.4, 110.0, 20.0]",[]
12,2,13,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,3168.664720915398,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
13,3,76,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
14,4,75,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,3168.664720915398,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
15,5,68,1,[1. 1. 1.],0,1.0,3099.342568924468,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
16,6,65,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,3168.664720915398,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
17,7,0,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
18,7,0,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
19,7,32,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
20,0,75,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,3168.664720915398,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
21,1,14,1,[0.99133141 0.31707317 1.        ],0,0.6568028667617194,3168.664720915398,0,0,"[0.5, 100.0, 20.0]",[],"[0.4, 110.0, 20.0]",[]
22,2,33,1,[0.99133141 0.31707317 0.71428571],0,0.5710885810474337,3168.664720915398,0,0,"[1.0, 100.0, 30.0]",[],"[0.4, 110.0, 20.0]",[]
23,3,76,1,[1. 1. 1.],0,1.0,3168.664720915398,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
24,4,75,1,[0.97742212 0.23255814 1.        ],0,0.6117634938886194,3168.664720915398,0,0,"[0.002, 70.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
